,Unnamed: 0,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd.pledged,campaign_duration
400,401,1042838362,You scribble + Me draw = Your art.,Illustration,Art,CAD,2017-04-03 00:00:00,1250.0,2017-03-04 01:27:00,30.0,canceled,1.0,CA,22.47,29
401,402,314972187,About Face Youth Theatre presents WHAT'S THE T,Theater,Theater,USD,2012-07-13 00:00:00,10000.0,2012-06-21 18:05:00,10300.0,successful,138.0,US,10300.0,21
402,403,1747192988,SINK STRAINER (Canceled),Product Design,Design,USD,2014-10-09 00:00:00,50000.0,2014-08-25 01:42:00,1436.0,canceled,37.0,US,1436.0,44
403,404,1257959912,"""Ruth's Locket"" ... Could you remember your first love?",Narrative Film,Film & Video,USD,2010-11-16 00:00:00,1500.0,2010-09-27 16:59:00,0.0,failed,0.0,US,0.0,49
404,405,558542064,Build a Streaming Network and Community,Web,Technology,EUR,2017-03-15 00:00:00,2000.0,2017-02-13 19:35:00,25.0,failed,1.0,DE,0.0,29
405,406,1058781504,Mancinis pizza campaign to move to larger location,Restaurants,Food,USD,2014-10-30 00:00:00,8000.0,2014-09-15 18:26:00,9480.0,successful,63.0,US,9480.0,44
406,407,706554961,Play Tape,Games,Games,USD,2015-11-26 00:00:00,2250.0,2015-10-27 11:54:00,295.0,failed,9.0,US,295.0,29
407,408,2009560663,Help HEARTbeats make an EP!,Music,Music,USD,2017-05-24 00:00:00,6500.0,2017-04-19 01:13:00,0.0,canceled,0.0,US,0.0,34
408,409,742308485,Batman v Iron Man : The Jokers [CGI short film],Animation,Film & Video,USD,2015-04-16 00:00:00,96000.0,2015-03-12 18:00:00,2524.0,failed,69.0,US,2524.0,34
409,410,1457203558,Plaster of Paradise,Nonfiction,Publishing,USD,2011-12-22 00:00:00,5000.0,2011-11-10 04:43:00,6793.0,successful,95.0,US,6793.0,41
410,411,112287163,Worlds of Pulp by Scaldcrow Games,Tabletop Games,Games,USD,2013-03-01 00:00:00,2500.0,2013-01-31 04:06:00,3071.0,successful,49.0,US,3071.0,28
411,412,1761606948,Siggie Lodoen: The World's First No Bounce Sports Bra,Apparel,Fashion,USD,2017-12-25 00:00:00,26500.0,2017-11-25 20:17:00,55029.0,successful,632.0,US,1689.0,29
412,413,1805017476,Secrets of the Universe Occult and Philosophical Publication,Comics,Comics,USD,2012-04-28 00:00:00,1111.0,2012-03-29 21:01:00,0.0,failed,0.0,US,0.0,29
413,414,1831305290,Sci-fi Classics Enamel Pins | Pin Stash | Series 1,Art,Art,USD,2017-07-26 00:00:00,1750.0,2017-06-26 18:59:00,2761.0,successful,106.0,US,69.0,29
414,415,1666436561,Lone Wolf McCray Season 2 (Comedy Webisode Series).,Comedy,Film & Video,USD,2015-11-17 00:00:00,10000.0,2015-10-08 21:55:00,0.0,failed,0.0,US,0.0,39
415,416,1682223279,"Retort Emergency Feeding - 3 - 5 yr shelf life, ready to eat",Food,Food,USD,2014-11-30 00:00:00,125000.0,2014-10-20 15:40:00,0.0,failed,0.0,US,0.0,40
416,417,5217919,Mom Wants To Take Our Music on the Road!,Indie Rock,Music,USD,2011-04-22 00:00:00,3000.0,2011-03-21 23:59:00,3150.0,successful,50.0,US,3150.0,31
417,418,1465316999,Tom's Birthday Surprise,Children's Books,Publishing,AUD,2016-05-12 00:00:00,20600.0,2016-04-12 10:17:00,2241.0,failed,25.0,AU,1694.0,29
418,419,131813271,Box of Curiosities,Illustration,Art,CAD,2014-08-23 00:00:00,1150.0,2014-07-24 02:22:00,1437.0,successful,36.0,CA,1337.9,29
419,420,713935215,Progressive-Flow - Workflow Manager,Software,Technology,EUR,2017-07-10 00:00:00,2000.0,2017-06-10 13:32:00,10.0,failed,1.0,AT,0.0,29
420,421,1494301312,Decibeles Urbanos 3.2 o del arrítmico Ícaro,Theater,Theater,MXN,2017-07-18 00:00:00,80000.0,2017-06-18 20:24:00,2650.0,failed,10.0,MX,41.87,29
421,422,1778872277,The Most Fun I've Ever Had With My Pants On (Canceled),Narrative Film,Film & Video,USD,2011-11-18 00:00:00,50000.0,2011-09-19 15:20:00,1623.0,canceled,26.0,US,1623.0,59
422,423,786843833,Reservoir Hill: A Diverse Baltimore Neighborhood,Nonfiction,Publishing,USD,2012-05-06 00:00:00,3000.0,2012-04-06 05:13:00,3000.0,successful,9.0,US,3000.0,29
423,424,249390573,Story Station Skulls,Sculpture,Art,USD,2012-02-27 00:00:00,3500.0,2012-01-28 20:45:00,272.0,failed,8.0,US,272.0,29
424,425,63531005,Plastic Jesus,Shorts,Film & Video,USD,2011-10-10 00:00:00,8000.0,2011-08-26 04:39:00,950.0,failed,9.0,US,950.0,44
425,426,334448821,Empire of the Dead: REQUIEM,Tabletop Games,Games,GBP,2013-03-26 00:00:00,5000.0,2013-02-14 09:23:00,92848.5,successful,623.0,GB,145612.73,39
426,427,2105173189,Devastation Playing Cards,Playing Cards,Games,USD,2015-10-01 00:00:00,19000.0,2015-09-01 18:00:00,45522.2,successful,693.0,US,45522.2,29
427,428,659793980,City of Lost Souls reprint,Comic Books,Comics,GBP,2015-12-01 00:00:00,250.0,2015-11-06 17:07:00,411.0,successful,31.0,GB,632.3,24
428,429,411389782,Impact Reducing Face-mask Clip,Wearables,Technology,USD,2017-04-28 00:00:00,30000.0,2017-03-29 20:57:00,344.0,failed,9.0,US,167.0,29
429,430,2097856455,Gringoyo's New Video Will Give Migrants The Last Laugh!,Video,Journalism,USD,2014-09-02 00:00:00,5000.0,2014-08-25 08:01:00,6019.69,successful,103.0,US,6019.69,7
430,431,230178369,A is for Asparagoose: A Plant + Animal ABC Book,Children's Books,Publishing,USD,2017-05-18 00:00:00,8000.0,2017-04-18 18:05:00,9511.0,successful,132.0,US,3336.0,29
431,432,2020024391,Blow Trophy Inflatable Fantasy Football Championship Trophy,Product Design,Design,USD,2017-01-21 00:00:00,5000.0,2016-12-30 19:00:00,5050.0,successful,13.0,US,171.0,21
432,433,247945568,Photo Enjoyment 4 Everyone,Nature,Photography,AUD,2014-12-17 00:00:00,5000.0,2014-11-17 20:42:00,0.0,failed,0.0,AU,0.0,29
433,434,1049498496,"Nate Fredrick ""Save Me One Last Dance"" EP",Music,Music,USD,2014-09-07 00:00:00,3500.0,2014-08-08 18:49:00,175.0,failed,4.0,US,175.0,29
434,435,1560530532,OH! Juice - Lettuce Juice!,Drinks,Food,USD,2015-05-01 00:00:00,55000.0,2015-04-01 09:08:00,55642.78,successful,335.0,US,55642.78,29
435,436,1848157323,3 Spice Presents,Performances,Dance,USD,2018-01-03 00:00:00,1500.0,2017-12-04 19:29:00,1500.0,live,35.0,US,50.0,29
436,437,509984175,Genna Design Jewellery and 3D Printing - 'Expansion',Printing,Crafts,GBP,2015-07-05 00:00:00,1500.0,2015-06-03 14:59:00,2095.0,successful,59.0,GB,3185.11,31
437,438,834675776,Shabbey Road - fund my next album,Music,Music,GBP,2017-05-02 00:00:00,3000.0,2017-03-03 14:03:00,934.0,failed,34.0,GB,198.98,59
438,439,1197633171,Yellow Submarine at Coachella 2012,Art,Art,USD,2012-04-03 00:00:00,850.0,2012-02-12 03:02:00,1.0,failed,1.0,US,1.0,50
439,440,1274435268,Now Next Dance Summer 2014,Dance,Dance,USD,2014-07-12 00:00:00,5000.0,2014-06-17 17:42:00,5141.0,successful,80.0,US,5141.0,24
440,441,1521643654,Inheritance,Shorts,Film & Video,USD,2015-05-12 00:00:00,20000.0,2015-04-12 05:32:00,20310.0,successful,138.0,US,20310.0,29
441,442,246899931,Las Naciones Sabran Album,Pop,Music,USD,2012-10-01 00:00:00,4000.0,2012-09-01 02:48:00,25.0,failed,1.0,US,25.0,29
442,443,788659732,LOOPHOLE // The First Rubber Ring Phone Grip,Product Design,Design,USD,2016-12-31 00:00:00,7500.0,2016-12-03 01:17:00,7672.0,successful,139.0,US,1907.0,27
443,444,809374103,Help fund C-Phresh's New Album,Hip-Hop,Music,USD,2012-01-26 00:00:00,2500.0,2011-12-16 21:20:00,100.0,failed,2.0,US,100.0,40
444,445,1096973778,Car Footprints - Automatic tax deductions (Canceled),Gadgets,Technology,USD,2014-12-06 00:00:00,35000.0,2014-10-22 07:50:00,3195.0,canceled,10.0,US,3195.0,44
445,446,1244823479,IS-BE - Chapter 1: Breath of Fresh Air - Debut Album,Music,Music,USD,2013-02-10 00:00:00,10000.0,2013-01-11 21:49:00,0.0,canceled,0.0,US,0.0,29
446,447,1870012926,Brand New Album from Crystal Lewis,Pop,Music,USD,2013-07-01 00:00:00,40000.0,2013-06-01 08:00:00,41100.25,successful,399.0,US,41100.25,29
447,448,1646007855,INSHALLAH CLOTHING,Apparel,Fashion,USD,2015-06-18 00:00:00,50000.0,2015-05-05 01:02:00,0.0,failed,0.0,US,0.0,43
448,449,1547637888,Cannallure,Crafts,Crafts,USD,2016-03-17 00:00:00,250000.0,2016-02-16 23:53:00,51.0,failed,2.0,US,51.0,29
449,450,1130415290,Help Me Unlock the Inner Potential of Kids thru Kung Fu,Children's Books,Publishing,USD,2015-07-02 00:00:00,30000.0,2015-06-02 14:05:00,130.0,failed,2.0,US,130.0,29
450,451,1132509366,TheArtistPost.com Mobile App,Apps,Technology,USD,2015-11-13 00:00:00,1000.0,2015-09-29 02:43:00,1000.5,successful,9.0,US,1000.5,44
451,452,526762460,"Block Party Sports (PC, Mac, Linux)",Video Games,Games,USD,2015-07-13 00:00:00,500.0,2015-06-13 22:12:00,35.0,failed,7.0,US,35.0,29
452,453,860778241,Elle Ward: Senior Thesis Collection,Fashion,Fashion,USD,2012-09-12 00:00:00,5000.0,2012-08-13 23:34:00,841.0,failed,16.0,US,841.0,29
453,454,1476152813,Yellow Humphrey Makes an Album!,Classical Music,Music,USD,2011-03-13 00:00:00,2400.0,2011-01-12 23:18:00,2495.0,successful,47.0,US,2495.0,59
454,455,2083625005,Sailor Moon Sailor Senshi Enamel Pin Kickstarter,Illustration,Art,CAD,2017-12-31 00:00:00,2100.0,2017-12-15 20:39:00,1163.0,failed,31.0,CA,0.0,15
455,456,506465664,Creating a book of British places taken as extreme HDR,Digital Art,Art,GBP,2015-04-17 00:00:00,20000.0,2015-03-13 17:04:00,0.0,failed,0.0,GB,0.0,34
456,457,2052348015,Women's Watches Reimagined,Jewelry,Fashion,USD,2015-10-20 00:00:00,15000.0,2015-09-10 17:46:00,27076.0,successful,67.0,US,27076.0,39
457,458,1433599479,From Demos to Records: The Comeback Album,Indie Rock,Music,USD,2013-07-01 00:00:00,10000.0,2013-05-02 22:16:00,2461.0,failed,83.0,US,2461.0,59
458,459,385492985,Rep&Red Artists' Starter!,Comics,Comics,USD,2014-03-22 00:00:00,3000.0,2014-02-20 04:56:00,1348.5,failed,34.0,US,1348.5,29
459,460,1898823074,The Mirror,Drama,Film & Video,AUD,2015-08-07 00:00:00,700.0,2015-07-08 07:17:00,0.0,failed,0.0,AU,0.0,29
460,461,866498253,Sledger : Jamaica's First 3-D Documentary,Documentary,Film & Video,USD,2012-12-09 00:00:00,30000.0,2012-10-25 23:38:00,61.0,failed,4.0,US,61.0,44
461,462,329581847,"Iconic Images Collection of Famous Faces, Infamous Places",Publishing,Publishing,USD,2011-10-03 00:00:00,3700.0,2011-08-24 08:10:00,345.0,failed,12.0,US,345.0,39
462,463,764339762,CRAIG THE GENIE - Pilot Episode,Film & Video,Film & Video,USD,2013-06-22 00:00:00,42000.0,2013-05-23 01:20:00,43458.18,successful,1579.0,US,43458.18,29
463,464,203297730,The Barren Spring (Feature Film Finish),Narrative Film,Film & Video,USD,2011-05-12 00:00:00,300.0,2011-05-03 06:05:00,325.0,successful,7.0,US,325.0,8
464,465,890661577,Mastering Authentic Charisma,People,Photography,USD,2017-03-22 00:00:00,50000.0,2017-02-20 15:48:00,4.0,failed,4.0,US,0.0,29
465,466,328325271,apngasm - FOSS Animated PNG tools and APNG standardization,Software,Technology,USD,2013-09-09 00:00:00,5000.0,2013-08-10 03:01:00,10433.96,successful,522.0,US,10433.96,29
466,467,1026680547,Greeting cards with scientists,Graphic Design,Design,USD,2017-10-05 00:00:00,3000.0,2017-09-05 13:45:00,65.0,failed,6.0,US,55.0,29
467,468,674841709,Beasts Wings & Warriors - Art Fantasy Photography Nude Men,Fine Art,Photography,USD,2015-09-14 00:00:00,1200.0,2015-08-07 05:52:00,163.0,failed,3.0,US,163.0,37
468,469,1042699091,Brandhout (Canceled),Design,Design,EUR,2015-03-26 00:00:00,10000.0,2015-02-24 07:13:00,55.0,canceled,1.0,NL,62.61,29
469,470,1894897869,EGYPT is Recording a NEW SINGLE!  *Wishing on a Star*,Music,Music,USD,2012-12-20 00:00:00,23805.09873031996,2012-11-20 03:35:00,755.0,failed,93.72371762315896,US,755.0,29
470,471,1885905876,Fix our streets with modular pavements,Design,Design,USD,2011-05-18 00:00:00,20000.0,2011-04-18 15:40:00,3893.72,failed,30.0,US,3893.72,29
471,472,137866999,Cannabis Art Oil Painting Series,Painting,Art,USD,2012-12-03 00:00:00,10000.0,2012-10-04 21:44:00,61.0,failed,3.0,US,61.0,59
472,473,341866954,Create authentic spice blends and prepared foods.,Small Batch,Food,USD,2017-06-12 00:00:00,5000.0,2017-05-13 01:35:00,1375.0,failed,21.0,US,250.0,29
473,474,452775107,NOT ONE MORE FOOT OF LAND!,Theater,Theater,USD,2012-02-10 00:00:00,3000.0,2012-01-12 03:34:00,5.0,failed,1.0,US,5.0,28
474,475,2008839221,Olde E,Festivals,Film & Video,USD,2015-06-03 00:00:00,5500.0,2015-05-06 21:01:00,6100.0,successful,141.0,US,6100.0,27
475,476,1447346560,Retail: A Retail Saga comedy film by Brad Foster,Comedy,Film & Video,USD,2016-10-13 00:00:00,19000.0,2016-09-07 05:02:00,4620.0,failed,17.0,US,16.0,35
476,477,129986021,Boise's Mushroom Blue Cheese Beef Jerky,Food,Food,USD,2015-10-14 00:00:00,5000.0,2015-09-14 22:02:00,5105.0,successful,121.0,US,5105.0,29
477,478,1459007725,"""The Manninos"" Reality TV Show (Canceled)",Television,Film & Video,USD,2015-02-16 00:00:00,50000.0,2015-01-17 04:46:00,100.0,canceled,1.0,US,100.0,29
478,479,1313768282,Community building through locally sourced food and global recipes,Food,Food,USD,2010-10-31 00:00:00,1200.0,2010-10-08 01:36:00,135.0,failed,3.0,US,135.0,22
479,480,2125652020,"Scented Plush Animals ""Scentimals""",Crafts,Crafts,USD,2017-03-04 00:00:00,10000.0,2017-02-02 11:34:00,180.0,failed,4.0,US,45.0,29
480,481,692998274,Months of 2012,Painting,Art,USD,2012-01-01 00:00:00,2600.0,2011-12-01 18:00:00,0.0,failed,0.0,US,0.0,30
481,482,135960071,Tales of Chiefs/Warriors: A cry of men in face of destiny.,Performance Art,Art,USD,2015-01-23 00:00:00,700.0,2015-01-09 23:24:00,0.0,failed,0.0,US,0.0,13
482,483,815321701,BL?FISH- THE WORLD'S 1ST GENDER NEUTRAL CLOTHING COMPANY,Fashion,Fashion,USD,2016-07-04 00:00:00,25000.0,2016-06-04 03:02:00,25322.0,successful,178.0,US,25322.0,29
483,484,1815946706,The Mighty Flea - The Jazz Guitar Amp That Goes Where You Go,Sound,Technology,EUR,2016-10-19 00:00:00,8000.0,2016-09-19 20:08:00,2347.0,failed,12.0,BE,2457.18,29
484,485,1453028942,Blue - BA Capstone Project,Shorts,Film & Video,USD,2012-03-01 00:00:00,1250.0,2012-02-09 18:52:00,3905.0,successful,34.0,US,3905.0,20
485,486,862287494,Gnssclothing Kawaii Sweaters (Canceled),Apparel,Fashion,USD,2015-08-28 00:00:00,3500.0,2015-07-09 17:59:00,0.0,canceled,0.0,US,0.0,49
486,487,1756667433,Street Art T-Shirts,Fashion,Fashion,USD,2012-10-31 00:00:00,1000.0,2012-10-01 23:52:00,1120.0,successful,18.0,US,1120.0,29
487,488,796688570,Voidwalker,Video Games,Games,USD,2013-11-30 00:00:00,40000.0,2013-10-21 08:55:00,1831.0,failed,40.0,US,1831.0,39
488,489,922913805,Sergeant Decay #1,Comics,Comics,CAD,2017-10-16 00:00:00,13000.0,2017-09-16 00:57:00,240.0,canceled,3.0,CA,0.0,29
489,490,1311243350,Peter Fletcher's Christmas Album,Classical Music,Music,USD,2015-04-29 00:00:00,3000.0,2015-03-30 20:44:00,3608.0,successful,71.0,US,3608.0,29
490,491,485458527,Recording Budget Kickstart!!,Music,Music,USD,2012-03-13 00:00:00,1500.0,2012-01-13 02:44:00,0.0,failed,0.0,US,0.0,59
491,492,479641808,"""Lord Why Can't I Do Right?""  The Inspirational Musical",Theater,Theater,USD,2014-04-04 00:00:00,80000.0,2014-03-05 01:05:00,175.0,failed,3.0,US,175.0,29
492,493,132325313,Meet Cute: A Collection of First Encounters,Anthologies,Publishing,USD,2016-12-16 00:00:00,3000.0,2016-11-08 16:47:00,981.0,canceled,37.0,US,140.0,37
493,494,1591817522,La Plaza,Shorts,Film & Video,USD,2016-03-08 00:00:00,8000.0,2016-01-08 02:48:00,1195.0,failed,17.0,US,1195.0,59
494,495,1709342648,A Journey Through History Across America's Longest Highway,Photography,Photography,USD,2012-08-16 00:00:00,3000.0,2012-07-17 19:15:00,3162.0,successful,53.0,US,3162.0,29
495,496,1751755151,"Pizza, Spaghetti e Mandolino - Italian Mafia Game (Canceled)",Tabletop Games,Games,EUR,2016-07-24 00:00:00,20000.0,2016-06-29 13:06:00,190.0,canceled,10.0,IT,209.94,24
496,497,328303166,June Sky Rockets: HAT's Program,Hardware,Technology,USD,2013-01-02 00:00:00,850.0,2012-12-01 04:24:00,461.0,failed,16.0,US,461.0,31
497,498,1503268025,Build The NuKhaos Brand!,Apparel,Fashion,USD,2015-04-01 00:00:00,550.0,2015-01-31 18:10:00,63.0,failed,2.0,US,63.0,59
498,499,1272678612,Arday's Lifeline-Unemployment Movie,Documentary,Film & Video,USD,2010-10-28 00:00:00,25000.0,2010-09-28 03:26:00,25.0,failed,1.0,US,25.0,29
499,500,1308293224,Moroccan Combos,Design,Design,EUR,2017-08-21 00:00:00,10000.0,2017-07-07 07:19:00,1702.0,failed,8.0,NL,856.1,44
500,501,597542989,Maksimatic Bullet Universal Spill Preventing Cup Holder,Product Design,Design,USD,2015-07-01 00:00:00,60000.0,2015-06-01 21:46:00,24746.0,failed,107.0,US,24746.0,29
501,502,2122569186,Infastrap - The only multipurpose gym lifting strap,Product Design,Design,USD,2013-07-04 00:00:00,5000.0,2013-06-04 23:03:00,6399.0,successful,204.0,US,6399.0,29
502,503,1686436178,Help us complete our new album!,Rock,Music,USD,2015-09-15 00:00:00,1300.0,2015-08-16 22:19:00,1300.0,successful,5.0,US,1300.0,29
503,504,494381255,Survivor Type (Canceled),Shorts,Film & Video,GBP,2013-07-03 00:00:00,1200.0,2013-05-24 20:33:00,0.0,canceled,0.0,GB,0.0,39
504,505,1948741513,Alpha - The World's Best Keychain.,Fashion,Fashion,USD,2014-01-14 00:00:00,5000.0,2013-12-14 00:40:00,12506.01,successful,477.0,US,12506.01,30
505,506,1099222787,Play With The Colors of the Great Smoky Mountains,Crafts,Crafts,USD,2014-03-07 00:00:00,1400.0,2014-02-05 20:00:00,635.0,failed,15.0,US,635.0,29
506,507,436350618,Equal Opportunity Ice Cream!,Food,Food,USD,2014-07-25 00:00:00,100.0,2014-07-09 17:54:00,10.0,failed,1.0,US,10.0,15
507,508,2004369337,GUARDIANS OF THE ANCIENT WISDOM POST-PUNK INDIE GOTH 1981,Indie Rock,Music,GBP,2014-08-23 00:00:00,2500.0,2014-07-16 16:36:00,1567.66,failed,56.0,GB,2677.75,37
508,509,114045110,Electric Bikes the Vintage way,Product Design,Design,USD,2017-12-17 00:00:00,10000.0,2017-11-27 18:13:00,11.11,failed,1.0,US,0.0,19
509,510,198513422,alpARTgata zapatillas pintadas a mano,Footwear,Fashion,EUR,2016-03-23 00:00:00,25000.0,2016-02-23 06:34:00,5627.0,failed,87.0,ES,6252.74,28
510,511,844262838,"""Carpe Diem"" hand painted prints, apparel and cards",Graphic Design,Design,USD,2013-02-08 00:00:00,4000.0,2013-01-02 21:51:00,4.0,failed,1.0,US,4.0,36
511,512,510409720,Hopi - A Documentary in Progress,Film & Video,Film & Video,USD,2014-04-06 00:00:00,6000.0,2014-03-07 20:56:00,6030.0,successful,44.0,US,6030.0,29
512,513,828088969,EBOLA...WHEN THE TIME COMES WILL YOU BE READY?,Movie Theaters,Film & Video,USD,2015-10-20 00:00:00,1600000.0,2015-08-21 17:02:00,0.0,failed,0.0,US,0.0,59
513,514,644825775,Eco Step Socks - Soft Bamboo Socks,Fashion,Fashion,USD,2013-04-29 00:00:00,12000.0,2013-03-30 07:32:00,3161.0,failed,90.0,US,3161.0,29
514,515,1505840803,Helforstout Debut Album fund,Rock,Music,USD,2013-04-29 00:00:00,3000.0,2013-03-29 23:19:00,3596.0,successful,60.0,US,3596.0,30
515,516,474827738,Online Gaming Troop Statistics,Software,Technology,USD,2014-04-22 00:00:00,30000.0,2014-03-08 09:20:00,5.0,failed,1.0,US,5.0,44
516,517,106079827,MD-Pen [Minimal & Durable pen],Product Design,Design,USD,2012-08-09 00:00:00,7500.0,2012-07-10 01:49:00,14660.0,successful,321.0,US,14660.0,29
517,518,67265825,PowearIN: A Wearable Tech Jacket Beyond Your Imagination!,Wearables,Technology,USD,2015-12-11 00:00:00,80000.0,2015-10-22 15:49:00,7556.0,canceled,24.0,US,7556.0,49
518,519,1548914459,Milly's Kitchen Bakery,Restaurants,Food,USD,2014-11-02 00:00:00,300.0,2014-10-03 21:33:00,0.0,failed,0.0,US,0.0,29
519,520,1341060572,4TFY - An Affordable VPN For All,Software,Technology,AUD,2017-08-09 00:00:00,25000.0,2017-07-10 02:22:00,115167.0,successful,850.0,AU,2182.5,29
520,521,1173510206,AllHands,Software,Technology,CAD,2016-05-06 00:00:00,5000.0,2016-04-06 21:06:00,536.0,failed,9.0,CA,409.34,29
521,522,704495061,Wild Thing Prints,Nature,Photography,USD,2015-09-27 00:00:00,5000.0,2015-08-28 20:16:00,145.0,failed,2.0,US,145.0,29
522,523,1934979159,Headed South - Phil Haymaker's New Album,Music,Music,USD,2012-06-15 00:00:00,3500.0,2012-05-16 01:52:00,515.0,failed,8.0,US,515.0,29
523,524,685907977,For You I Try,Music Videos,Film & Video,USD,2014-09-15 00:00:00,3000.0,2014-08-25 04:26:00,164.0,failed,4.0,US,164.0,20
524,525,336270506,PhoneFlare: A Campus Safety App,Apps,Technology,USD,2016-10-21 00:00:00,2000.0,2016-08-22 05:28:00,2039.0,successful,24.0,US,20.0,59
525,526,1288994863,Vaudeville/Variety Show meets The Rat Pack,Theater,Theater,USD,2011-08-14 00:00:00,5000.0,2011-07-15 18:31:00,0.0,failed,0.0,US,0.0,29
526,527,817219414,Help Publish: All Roads Lead to Pasta,Publishing,Publishing,USD,2014-04-23 00:00:00,10000.0,2014-03-12 19:21:00,11509.0,successful,82.0,US,11509.0,41
527,528,2045976484,The Flatiron,Documentary,Film & Video,USD,2011-08-20 00:00:00,25000.0,2011-06-21 05:32:00,5910.0,failed,48.0,US,5910.0,59
528,529,900275001,BikeBar -- Lateral stability bar for roof rack bike mounts.,Product Design,Design,USD,2015-02-15 00:00:00,18000.0,2015-01-16 16:55:00,715.0,failed,13.0,US,715.0,29
529,530,452270170,Ultra Slim Laptop with Android 5.1 running Remix OS 2.0,Hardware,Technology,USD,2016-08-05 00:00:00,75000.0,2016-06-21 00:44:00,136665.0,successful,1130.0,US,116090.0,44
530,531,1050593358,"""Safely Through"": an EP by Cathy Little",Indie Rock,Music,USD,2011-07-01 00:00:00,3000.0,2011-06-01 06:29:00,100.0,failed,3.0,US,100.0,29
531,532,1406303600,Project: Theos' Cafe,Restaurants,Food,USD,2014-08-21 00:00:00,55000.0,2014-07-22 00:33:00,6905.0,failed,11.0,US,6905.0,29
532,533,520047053,"Dismantled's ""Can't See The Top"" Music Video Fundraiser",Film & Video,Film & Video,USD,2013-02-14 00:00:00,500.0,2013-01-15 12:20:00,2785.0,successful,57.0,US,2785.0,29
533,534,1398282191,Moose In May: An Epic First Week of Life For Twin Calves,Photography,Photography,USD,2013-08-20 00:00:00,14300.0,2013-07-17 22:07:00,14470.0,successful,60.0,US,14470.0,33
534,535,911854934,Fate of the World Online: a game about climate change,Video Games,Games,GBP,2017-10-29 00:00:00,60000.0,2017-09-26 14:10:00,7200.53,failed,203.0,GB,1061.85,32
535,536,421750593,XRATED (Canceled),Hip-Hop,Music,USD,2016-04-23 00:00:00,5000.0,2016-03-16 17:00:00,12.0,canceled,1.0,US,12.0,37
536,537,296342016,Worse Than Poop!,Family,Film & Video,USD,2014-06-01 00:00:00,21000.0,2014-04-23 02:44:00,25155.0,successful,263.0,US,25155.0,38
537,538,293642378,WhatElse (Canceled),Technology,Technology,USD,2014-08-10 00:00:00,30000.0,2014-07-11 18:37:00,61.0,canceled,3.0,US,61.0,29
538,539,325865810,Mind Magnet - Watch for teaching children to stay on task,Wearables,Technology,USD,2017-07-11 00:00:00,25000.0,2017-06-11 19:15:00,0.0,canceled,0.0,US,0.0,29
539,540,913177872,March to DCI,Music,Music,USD,2012-03-03 00:00:00,1200.0,2012-01-21 04:39:00,125.26,failed,8.0,US,125.26,41
540,541,35968005,Ms.Holmes 'Ten' - album printing + music video!,Pop,Music,CAD,2015-03-02 00:00:00,4500.0,2015-02-09 14:17:00,4608.61,successful,62.0,CA,3679.09,20
541,542,2018881307,Moros: A Hard Boiled Hero,Comic Books,Comics,USD,2015-05-09 00:00:00,1500.0,2015-04-08 14:01:00,1655.0,successful,39.0,US,1655.0,30
542,543,1267059872,Short Story Treasures,Fiction,Publishing,USD,2017-09-09 00:00:00,15000.0,2017-09-02 03:47:00,1.0,failed,1.0,US,0.0,6
543,544,1586317387,Blacklock's Due,Comic Books,Comics,USD,2016-07-01 00:00:00,2650.0,2016-06-01 04:37:00,4.0,failed,4.0,US,4.0,29
544,545,1355224633,Feed The Bear,Web,Technology,USD,2017-01-06 00:00:00,2500.0,2016-12-07 23:30:00,25.0,failed,1.0,US,0.0,29
545,546,1542825943,NSP Youth Summer Jam 2012,Music,Music,USD,2012-09-08 00:00:00,1300.0,2012-07-18 23:18:00,111.0,failed,6.0,US,111.0,51
546,547,624209560,The Canadian Beaver,Comic Books,Comics,CAD,2016-02-03 00:00:00,5000.0,2015-12-05 12:58:00,305.0,failed,18.0,CA,228.44,59
547,548,1903562087,Sam We Are - Indie Feature,Narrative Film,Film & Video,USD,2011-05-26 00:00:00,400.0,2011-03-25 04:01:00,53.0,failed,4.0,US,53.0,61
548,549,1313593490,"Happy Leviathan - ""Hypothetically"" (album)",Indie Rock,Music,USD,2013-08-12 00:00:00,2000.0,2013-07-13 00:07:00,391.0,failed,10.0,US,391.0,29
549,550,1853021855,A New Beginning,Fiction,Publishing,USD,2017-05-31 00:00:00,6620.0,2017-04-01 00:21:00,26.0,failed,2.0,US,0.0,59
550,551,659064740,Terra Caetus,Metal,Music,USD,2015-12-30 00:00:00,2000.0,2015-11-30 04:09:00,0.0,failed,0.0,US,0.0,29
551,552,510223889,You Live and You Learn,Family,Film & Video,USD,2015-05-20 00:00:00,5000.0,2015-04-20 21:55:00,0.0,failed,0.0,US,0.0,29
552,553,1461712678,Dancing Arches at Rodney Park,Public Art,Art,USD,2013-08-31 00:00:00,27000.0,2013-07-15 14:47:00,30810.0,successful,140.0,US,30810.0,46
553,554,1123570936,Southborough Valley Archaeology Project,Academic,Publishing,GBP,2015-12-13 00:00:00,1000.0,2015-11-07 12:12:00,1062.0,successful,18.0,GB,1615.66,35
554,555,159677195,THE BUTLER - Ultimate Mens Organizer,Product Design,Design,USD,2013-07-08 00:00:00,5000.0,2013-06-13 20:14:00,5093.0,successful,44.0,US,5093.0,24
